sys_caseid;sys_respid;sys_status;lfdnr#1;studio;S1;rotation;S2.1#1;S2.1#2;S2.1#3;S2.1#4;S2.1#5;S2.1#6;S3;S4#1;S4rec;S5#1;S5#2;S5#3;S5#4;S5#5;S5#6;S5#7;S5#8;S5#9;S5#10;S5#11;S5#12;S6#1;S6#2;S6#3;S6#4;S6#5;S6#6;S6#7;S6#8;S6#9;S6#10;S6#11;S6_o_11;S11;S14;S12;ADD1;ADD2;ADD3;ADD4;ADD5;ADD6.1#1;ADD6.1#2;ADD6.1#3;ADD6.1#4;ADD6.1#5;S7;S7_3;S8;S9;code;colour;prod;R5_15;R2_15;R7_15#1;R7_15#2;R7_15#3;R7_15_o_3;R3_15;R12_15;R27_15;R28_15;R29_15;R30_15;JAR1_15;JAR2_15;JAR3_15;JAR4_15;JAR5_15;ADD13_15;ADD11_15;ADD28_15;R18_15.1#1;R18_15.1#2;R18_15.1#3;R18_15.1#4;R18_15.1#5;R18_15.1#6;R18_15.1#7;R18_15.1#8;R18_15.1#9;R18_15.1#10;R18_15.1#11;R18_15.1#12;R18_15.1#13;R18_15.1#14;R18_15.1#15;R18_15.1#16;R19_15;R20_15;ADD59_15;ADD65_15;R5_10;R2_10;R7_10#1;R7_10#2;R7_10#3;R7_10_o_3;R3_10;R12_10;R27_10;R28_10;R29_10;R30_10;JAR1_10;JAR2_10;JAR3_10;JAR4_10;JAR5_10;ADD13_10;ADD11_10;ADD28_10;R18_10.1#1;R18_10.1#2;R18_10.1#3;R18_10.1#4;R18_10.1#5;R18_10.1#6;R18_10.1#7;R18_10.1#8;R18_10.1#9;R18_10.1#10;R18_10.1#11;R18_10.1#12;R18_10.1#13;R18_10.1#14;R18_10.1#15;R18_10.1#16;R19_10;R20_10;ADD59_10;ADD65_10;R5_13;R2_13;R7_13#1;R7_13#2;R7_13#3;R7_13_o_3;R3_13;R12_13;R27_13;R28_13;R29_13;R30_13;JAR1_13;JAR2_13;JAR3_13;JAR4_13;JAR5_13;ADD13_13;ADD11_13;ADD28_13;R18_13.1#1;R18_13.1#2;R18_13.1#3;R18_13.1#4;R18_13.1#5;R18_13.1#6;R18_13.1#7;R18_13.1#8;R18_13.1#9;R18_13.1#10;R18_13.1#11;R18_13.1#12;R18_13.1#13;R18_13.1#14;R18_13.1#15;R18_13.1#16;R19_13;R20_13;ADD59_13;ADD65_13;pr_eval#1;pr_eval#2;pr_eval#3;pr_eval_cmpl#1;pr_eval_cmpl#2;pr_eval_cmpl#3;p_R21;p_R21x;p_R25;p_R26;p_R27;tporder;loop_inter;numprod;weiter;wrongcell;upload_15;date_prod15_start;time_prod15_start;upload_10;date_prod10_start;time_prod10_start;upload_13;date_prod13_start;time_prod13_start;arot#1;arot#2;arot#3;sys_text1;sys_ext1;sys_ext2;sys_ext3;sys_ext4;sys_ext5;sys_ext6;sys_ext7;sys_ext8;sys_ext9;sys_useragent;sys_duration;sys_startdate;sys_starttime;sys_enddate;sys_endtime;sys_screen_x;sys_screen_y;sys_weight;sys_client;interviewer
77;1031;2;1031;1;1;6;1;1;1;1;1;1;2;60;2;1;3;4;5;6;7;8;9;10;11;12;2;1;;;;;;;;;;;;1;14;1;2;1;4;4;2;3;3;3;2;1;1;1;1;1;;;1;1;;1;;;;Crème utilisée juste après la douche en combinaison avec mon sérum quotidien Mixa peau sensible Hyalurogel. Pas de maquillage ;5;3;3;Cette crème sent délicatement bon, elle hydrate bien sans trop d'effets gras sur la peau et collant   Elle pénètre bien et rapidement ;Elle est très épaisse en texture ;3;3;4;3;3;3;6;4;5;4;3;3;4;4;4;4;5;5;4;4;4;4;4;4;2;;3;;1;;1;2;;;Crème utilisée juste après la douche après mon sérum à la vitamine c L'Oréal le matin, je n'ai pas utilisée de maquillage en ce moment ;5;3;3;Elle sent super bon son parfum est délicat et raffiné et sent le propre. Elle est riche ne laisse pas la peau lissante laisse la peau douce et hydratée;Je la trouve très épaisse il faut la masser un peu  pour qu'elle pénètre bien la peau ;3;3;4;4;3;3;6;4;5;5;3;3;5;4;4;4;3;4;4;4;5;4;3;4;2;;3;;1;;1;;;;J'ai utilisé la crème après ma douche, sur peau encore un peu mouillée car elle me semblait bien épaisse et riche. ;4;3;3;Crème riche et hydratante elle sent bon, agréable à porter sur le journée pas de tiraillements pas de lourdeur sur le visage ;Elle ne pénètre pas rapidement elle n'est pas assez fluide très épaisse ;3;3;4;4;3;3;6;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;2;;3;;3;2;1;3;2;1;5;99;Je n'ai pas trop vu de différences entre les produits elles avaient la même consistance. Elles sentent toutes agréablement bon et elles pénètrent facilement la peau. Et laissent la peau hydratée souple agréable douce ;Elles sentent super bon   Laissent la peau douce et hydratée et souple et sans tiraillements ;;1;2;2;2;;2;20231113;919;1;20231104;931;1;20231030;933;3;2;1;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36;2062952;20231020;133528;20231113;93801;;;;2;
51;1032;2;1032;1;1;1;1;1;1;1;1;1;2;62;2;1;5;6;10;;;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;3;3;1;3;1;3;1;1;1;1;1;;;3;2;;1;;;;Aucun ;4;3;3;Son odeur la texture du produit facile à appliquer ;Rien ;3;3;3;3;3;3;5;5;4;4;3;3;4;3;3;3;4;4;3;3;4;3;3;3;2;;3;;1;;1;;;;Je n'ai mis que ce produit ;3;2;2;Pas grand chose ;Crème trop aipais plus difficile à appliquer moins d odeur ;4;4;5;4;2;2;2;2;3;3;2;2;3;2;3;3;2;2;3;2;3;3;2;3;2;;3;;1;;1;;;;Le produit seul ;4;3;3;L application de la crème pénètrent facilement et agréable ;Un peu trop épaisse ;3;3;4;3;2;3;4;4;3;3;3;3;4;3;3;3;4;4;3;3;4;3;3;3;2;;3;;1;2;3;1;2;3;1;1;La première à plus de odeur crème plus facile à appliquer laisse la peau plus douce ;La marque ;Pour la facilité d'utilisation de cette crème ;1;2;2;2;;1;20231028;1643;1;20231104;1239;1;20231111;1921;1;2;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 13, SAMSUNG SM-A325F/A325FXXU6DWH3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36;2171092;20231017;173152;20231111;193644;;;;2;
78;1033;2;1033;1;1;2;1;1;1;1;1;1;2;60;2;1;2;3;4;5;6;7;8;9;10;11;12;1;;;;;;;;;;;;1;14;1;1;1;4;4;2;3;3;3;3;2;1;1;1;1;;;2;1;;1;2;;;Après un nettoyage de visage. Appliquée au doigt en massage circulaires. Je n’ai pas utilisé d’autre produits;5;3;3;L’odeur très agréable. Hydratation longue durée de ma peau. Teint qui semble plus lumineux;La texture est un peu trop épaisse et correspond plus à une crème de nuit;3;3;4;3;3;2;6;3;5;5;2;2;5;3;4;4;3;4;4;4;5;5;3;1;2;;3;;1;;1;;;;Je l’ai utilisé sur le cou et le visage en petits mouvement rotatifs jusqu’à pré et ration de la crème ;6;4;3;La texture de ce produit est agréable à utiliser ni trop épais, ni trop fluide. Ce qui rend l’application très agréable.  L’odeur est légère et fraîche. La peau semble plus belle et hydratee;Pas d’effet constaté sur le vieillissement de la peau;3;3;3;3;3;3;6;6;5;5;2;1;5;4;3;5;4;5;2;4;5;5;3;4;2;;3;;1;;1;;;;J’ai appliqué la crème par petite touches puis j’ai massé mon visage de manière circulaire. De la même façon sur le cou mais du bas vers le haut;4;3;3;La crème est agréable à utiliser et laisse une peau très douce et non collante. Ma peau paraît plus seine;Légèrement trop épais. L’odeur me semble inexistante;3;3;4;3;1;2;2;4;5;5;3;3;5;4;5;5;4;4;5;4;5;5;4;4;2;;3;;1;3;2;1;3;2;3;2;Le produit bleu (testé en second) est bien trop épais, on pense à une crème de nuit.   Le rouge est parfait mais comparé au jaune, l’odeur est légèrement trop forte.  Les trois crèmes prennent soin de la peau mais je ne constate pas de différence au niveau des rides et ridules;Ce sont des produits hydratants de qualité ;L’odeur, la texture en font une crème parfaite à l’application;1;2;2;2;;1;20231028;532;1;20231112;1130;1;20231105;1920;1;3;2;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 17_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/119.0.6045.109 Mobile/15E148 Safari/604.1;1983377;20231020;134018;20231112;113636;;;;2;
27;1034;2;1034;1;1;3;1;1;1;1;1;1;2;57;2;1;3;5;6;7;10;;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;1;3;3;4;2;2;1;1;1;1;;;3;1;;1;;;;Rien de autre que celui là ;5;4;5;L odeur et la facilité  à l appliquer;Aucun ;3;3;3;3;3;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;2;;3;;1;;1;;;;Tous les matin après la toilette ;5;3;4;L odeur et tres facil à poser ;Rien de special ;3;3;3;3;3;2;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;3;;1;;1;;;;Je n ai mis que ce produit;5;4;5;Il n est pas gras et s appliqué facilement ;Rien de particulier ;3;3;3;3;3;2;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;3;;2;1;3;2;1;3;3;3;S appliqué plus facilement ;L odeur et la facilité  d application ;Me semble  moins epais ;1;2;2;2;;1;20231104;1316;3;20231028;1704;1;20231111;1637;2;1;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 13, SAMSUNG SM-G990B2) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36;2358758;20231015;102945;20231111;164223;;;;2;
28;1035;2;1035;1;1;4;1;1;1;1;1;1;2;58;2;1;3;5;6;7;8;10;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;1;3;3;4;3;3;1;1;1;1;;;1;1;;1;;;;Un léger fond de teint après application de la crème ;5;3;3;Facile à poser ;Tiraillements après la pose ;4;4;3;3;3;2;4;4;5;4;4;4;4;3;4;5;5;4;4;4;3;4;3;3;2;;3;;1;;1;2;;;Après la douche je l'ai directement posé sur mon visage avec rien d'autre comme produit.;3;3;2;Il fait de bonne mine dans la journée après l'avoir posé;Je trouve que la crème est très grasse et très longue à pénétrer une fois bien pénétré je me sens mieux mais ça brille beaucoup.;4;4;4;4;3;2;4;2;4;3;3;3;4;3;3;4;4;2;3;3;2;4;3;3;2;;3;;1;;1;;;;Sur une peau propre après la douche.;4;3;4;Facile à appliquer, belle texture.;Pour moi c'est la pénétration qui dans la peau, trop longue.;3;3;4;4;3;2;4;3;4;4;5;3;4;3;3;4;4;3;3;4;4;5;3;4;2;;3;;2;3;1;2;3;1;3;1;La jaune épaisse et trop grasse.  La bleue plus fluide et encore trop brillante après la pose,par contre la rouge pour moi la meilleure très légère et non grasse,douce.;L'odeur ;Très facile d'utilisation pas grâce du tout pénétration rapide texture très agréable odeur agréable résultats parfait;1;2;2;2;;2;20231111;1014;3;20231028;1040;2;20231105;856;2;3;1;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Mobile Safari/537.36;2333625;20231015;111136;20231111;102521;;;;2;
76;1036;2;1036;1;1;5;1;1;1;1;1;1;2;42;1;1;4;5;6;7;8;9;10;11;12;;;1;;;;;;;;;;;;1;14;1;2;1;4;6;1;3;3;3;3;1;1;1;1;1;;;2;1;;1;;;;Rien d'autre ;5;3;4;Fluide non grasse légère ;Rien;3;3;3;3;3;3;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;;3;;1;;1;;;;Rien ;6;4;5;Odeur florale ;Rien ;3;3;3;3;3;1;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;1;;1;;;;J'ai utilisé juste ce produit ;6;4;4;Odeur légère texture semi épaisse non grasse;Rien;3;3;3;3;3;3;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;3;1;2;3;1;2;3;2;Son odeur florale ;La couleur blanche ainsi que la texture ;Son odeur florale ;1;2;2;2;;1;20231106;756;1;20231113;657;1;20231030;1226;3;1;2;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Mobile Safari/537.36;2126616;20231019;171559;20231113;65936;;;;2;
79;1037;2;1037;1;1;6;1;1;1;1;1;1;2;56;2;1;3;4;5;6;7;8;10;12;;;;1;;;;;;;;;;;;1;14;1;1;1;4;4;2;3;3;3;3;1;1;1;1;1;;;1;4;Manque de temps ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;1;2;;;En massant tout le vissage avec délicatesse ( aucun autre produit );5;3;4;Sa texture .il sent bon .pratique à l’usage .;Aucun ;3;3;3;3;3;2;5;5;5;4;5;5;4;4;4;5;4;4;5;4;5;5;4;5;2;;3;;1;;2;1;;;J ai utilisé que produit. Je l ai appliqué sur le visage et le cou;5;3;4;La texture, l odeur et facile à appliquer ;Ça fait un beu de pâté ;3;3;3;2;3;2;5;4;3;4;4;4;4;4;4;4;3;4;4;4;5;4;3;3;2;;2;2;3;2;1;3;2;;2;2;Le rouge trop épais ;L’odeur ;Il allait bien à mettre ;1;2;2;2;;1;20231111;1332;1;20231104;1610;1;20231029;2252;3;2;1;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 12_5_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.1.2 Mobile/15E148 Safari/604.1;1903412;20231020;135634;20231111;134007;;;;2;
80;1039;2;1039;1;1;2;1;1;1;1;1;1;2;56;2;2;4;5;6;1;7;8;10;11;12;;;1;;;;;;;;;;;;1;14;1;1;1;4;4;2;3;3;3;3;2;1;1;1;1;;;2;1;;1;2;;;Crème suivi d une crème teintée ;4;3;3;Bien hydratant ;Un peu trop parfumé ;4;4;3;4;4;2;4;4;4;4;3;2;3;3;4;4;3;3;3;4;3;4;3;3;2;;3;;1;;1;2;;;Produit jaune suivi crème teintée ;2;2;1;Odeur correcte ;Trop gras ;5;5;3;5;3;2;4;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;Peau grasse;3;;1;;1;2;;;Produit subi crème teintée ;2;2;1;Aucun;Gras;5;5;2;5;3;1;3;2;2;3;2;2;2;2;2;2;2;2;2;2;3;2;2;2;1;Peau grasse;3;;1;3;2;1;3;2;1;1;Le premier est bien juste un peu trop parfumé ;Odeur plus ou moins forte ;Peau plus lumineuse   Produit pénètre facilement ;1;2;2;2;;2;20231027;1831;1;20231111;1711;3;20231104;1845;1;3;2;;63;;;;;;;;;Mozilla/5.0 (iPhone, CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1;1916063;20231020;140421;20231111;171844;;;;2;
1;1040;2;1040;1;1;3;1;1;1;1;1;1;2;51;1;1;3;4;5;6;7;8;9;10;11;12;;1;;;;;;;;;;;;1;14;1;2;1;4;4;1;3;3;3;3;1;1;1;1;1;;;3;1;;1;;;;Nettoyage de la peau avec savon solide puis crème ;2;2;1;Rien;Pas d’odeur   Je la trouve trop transparente pasassez compact pas assez pénétrante pas protectrice ;2;2;2;2;2;3;2;2;2;2;2;2;2;3;2;2;3;3;2;3;2;2;2;2;2;;3;;1;;1;;;;Après avoir nettoyer mon visage avec mon savon;5;3;3;Je trouve qu'il rend la peau plus belle plusnaturelle;Il faut en mettre beaucoup ne penetre pas assez vite;4;4;4;4;3;2;6;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;2;;3;;1;;1;;;;Nettoyage visage avec savon puis crème ;5;4;5;Tres bonne odeur légère penetre très bien Rend la peau belle souple et brillante;Rien;3;3;3;3;3;2;5;5;4;5;4;3;4;5;5;4;5;4;5;4;5;4;4;4;2;;3;;2;1;3;2;1;3;1;2;J’aurais pour mettre également la bleu mais la jaune est trop grasse ne penetre pas dans la peau pas agreable;La jaune et la bleu oui la texture est un peu l’odeur;Tres bonne odeur penetre bien protégé bien Rend la peau douce;1;2;2;2;;2;20231105;1850;4;20231029;735;2;20231112;1546;2;1;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 10, K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36;2665090;20231012;203550;20231112;155400;;;;2;
2;1910;1;1910;1;1;3;1;1;1;1;1;1;2;55;1;1;3;4;6;5;;;;;;;;6;4;1;;;;;;;;;;1;14;1;1;1;4;2;3;2;3;3;3;3;1;1;1;1;;;3;2;;1;;;;test  ;6;3;3;test  ;test;4;3;4;3;3;1;3;5;4;3;3;2;2;5;1;4;4;2;3;4;1;4;2;4;1;test  ;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;1;;;;;;;;;2;1;2;;1;20231024;1708;;;;0;20231110;1542;2;1;3;;63;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36;2445396;20231013;92550;;;;;;1;
81;1999;1;1999;1;1;2;1;1;1;1;1;1;2;40;1;5;6;10;;;;;;;;;;1;;;;;;;;;;;;1;14;1;1;1;4;1;3;3;3;3;3;3;1;1;1;1;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;2;1;2;;;;;;;;1;20231101;1250;1;3;2;;94713;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/118.0.0.0 Safari/537.36;246;20231101;124706;;;;;;1;
12;2001;2;2001;2;1;4;1;1;1;1;1;1;2;56;2;1;2;3;4;5;6;7;8;9;10;11;12;1;10;;;;;;;;;;;1;14;1;2;1;3;3;1;3;3;3;3;2;1;1;1;1;;;1;1;;1;2;;;Matin :nettoyant visage La Roche-posay + lotion Nuxe + crème   Le soir :eau micellaire Konjac + lotion Nuxe + crème ;6;4;5;Une petite merveille.  Texture agréable.  Pénétration un peu longue mais qui permet un massage de 5mn qui remet bien les traits en place.  Peau veloutée et comme gorgée d'eau.  Repulpée.  C'est surtout visible sur les paupières.  Les ridules s'estompent et disparaissent si je remets une seconde couches en tapotant légèrement.  Ce qui permet un maquillage des yeux plus intéressant avec les paupières rehaussées.  Aspect général du visage plus tonique.  Peau hydratée et confortable.;Au début le temps de pénétration un peu long.  Puis j'ai décider d'en profiter pour faire un massage et le résultat s'en trouve amélioré.  C'est finalement une bonne chose;3;3;3;3;3;2;6;6;5;5;5;5;5;5;4;4;5;5;5;5;5;5;5;5;2;;3;;1;;1;2;;;Lavage gel nettoyant La Roche-Posay  Lotion Nuxe  Creme;2;2;1;Pas grand chose.  Peut-être le résultat longtemps après l'application ;Texture collante.  Sensation bizarre et désagréable sur la peau durant 20mn après l'application ;5;3;5;5;3;1;4;1;4;2;4;3;1;3;3;3;1;1;3;3;4;2;4;1;2;;3;;1;;1;2;;;Matin:nettoyant moussant La Roche-Posay + Lotion Nuxe + crème à  tester.  Soir : eau micellaire Konjac + lotion Nuxe + crème à tester.;5;3;3;Texture et sensation sur la peau bien plus douce, agréable que le produit jaune.  Moins collante aussi.  Peau hydratée, assez douce et légèrement repulpée  Pénètre plutôt bien.  Le maquillage est facile après 5 à 10mn.  Parfum agréable.;Le temps d'attente nécessaire avant le maquillage.  Texture encore un peu épaisse bien que moins épaisse que le jaune.;4;3;4;4;3;2;5;4;5;4;4;4;5;4;3;4;2;2;4;4;4;4;4;3;2;;3;;2;3;1;2;3;1;3;1;Presque tout.  La 1ère: lourde, grasse, laisse un film désagréable, pas vraiment efficace en terme de fermeté. Un petit bof.  La 2ème: un peu mieux. Plus agréable avec un résultat fermeté et antirides correcte.  La 3eme: ma favorite de loin.un vrai résultat visible qui m'offre la possibilité de maquiller mes paupières alors que j'y avais renoncé à cause des ridules, de l'effet fripé.  J'ai été ravie de ressortir mes palettes.  L'astuce  une 2ème couche de crème sur les paupières:effet lissant bluffant.;Le pot.   La couleur de la crème.   La base du parfum mais avec des intensités différentes. ;Pour tout:texture, intensité du parfum, résultat peau hydratée et veloutée, aspect général plus ferme,  paupières lissées, zone T qui ne brille pas.  Résultat qui dure dans la journée.  Confort;1;2;2;2;;1;20231112;1911;3;20231030;1813;1;20231106;758;2;3;1;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 9, SM-N950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/117.0.5938.154 Mobile Safari/537.36 OPR/78.3.4143.75607;2535991;20231014;121129;20231112;193801;;;;2;
13;2002;2;2002;2;1;5;1;1;1;1;1;1;2;65;2;1;4;5;6;7;8;;;;;;;1;2;;;;;;;;;;;1;14;1;2;1;4;4;2;4;4;4;3;4;1;1;1;1;;;2;1;;1;2;;;De l'eau micellaire afin de nettoyer mon visage, puis j'ai appliqué la crème. ;5;4;4;L'hydratation de la peau et la douceur de la texture.;Je trouve qu'il est un peu épais ou gras.;3;4;3;3;3;2;5;5;4;4;4;4;5;5;4;4;5;5;4;5;2;4;4;4;2;;3;;1;;1;2;;;Crème dont l'odeur est très agréable.;6;4;5;L'odeur de la crème, sa douceur lors de l'application sur la peau et la réhydratation de cette dernière.;Texture un peu grasse.;3;4;3;3;3;2;6;5;5;4;4;4;5;4;4;4;5;4;4;5;4;4;4;4;2;;3;;1;;1;2;;;J'ai d'abord nettoyé le visage avec de l'eau micellaire, puis j'ai appliqué le produit en le massant sur le visage. ;6;4;4;La douceur de la peau qui semble réhydratée.;Rien ne me déplait;3;3;3;3;3;3;5;6;5;5;4;4;4;5;4;4;4;5;5;5;4;5;4;4;2;;3;;3;1;2;3;1;2;5;99;L'odeur du troisième produit est très agréable et la texture du deuxième est moins dense que celles des deux autres. En dehors de cela, la qualité des trois produits est excellente.;La texture et densité de la crème, même si elle diffère quelque peu d'un produit à l'autre, ainsi que leur couleur.;;1;2;2;2;;1;20231105;957;1;20231112;1042;1;20231030;557;3;1;2;;63;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36;2497513;20231014;140355;20231112;104909;;;;1;
14;2003;2;2003;2;1;6;1;1;1;1;1;1;2;50;1;1;2;3;4;5;6;7;8;10;12;;;1;9;;;;;;;;;;;1;14;2;2;1;4;4;1;1;2;3;2;1;1;1;1;1;;;1;1;;1;2;;;Matin : nettoyage de peau avec un gel l'avant puis application crème  2 jours , mardi et mercredi , sérum hydratant  avant application de la crème.     Soir :  nettoyage de peau avec gel nettoyant puis lotion puis application de la crème ;5;4;4;Ma peau est confortable  et réconfortée toute la journée/nuit  Parfum doux et agréable,  tenace et délicat,  pas insistant et écœurant   Texture parfaite , humide et épaisse en même temps juste ce qu'il faut entre mi fluide et mi crème,  qui pénétré très facilement.   ;???;3;3;3;3;3;3;6;6;4;5;5;5;5;5;4;5;5;5;5;5;5;5;4;3;2;;3;;1;;1;2;;;Matin : gel doux pour nettoyer le visage puis produit à tester  Soir : lotion + nettoyant doux puis produit à tester;5;3;4;La texture crème très fluide, le confort apporté à ma peau ,l'odeur, le rendu au toucher, très doux;Un effet coup de fouet de la peau, un éclaircissement instantané.. ;1;3;3;3;4;3;5;6;4;5;4;3;4;4;4;3;5;5;4;4;5;5;2;3;2;;3;;1;;1;2;;;Le matin : nettoyant doux puis le soin à tester  Le soir : nettoyant puis lotion puis soin;4;3;3;La texture,  l'odeur, la douceur de la crème,  le côté hydratant;Un peu difficile à faire penetrer;3;3;3;4;3;3;5;5;5;5;4;5;5;4;5;4;4;3;4;4;4;4;4;3;2;;3;;3;2;1;3;2;1;3;1;Le parfum    Texture rouge et jaune similaire,  semble plus grasse, épaisse et moins fluide/humide pour la bleu;Elles s'appliquent et pénètrent facilement toutes les 3  Résultats peau plus lisse, rides/ridules comblés  , longue tenue après application.  Facilité d'utilisation et se suffisent à elles même,  pas besoin de produit supplémentaire.   ;J'ai instantanément aimé l'odeur, le fini velouté sur la peau ,les effets sur ma peau, (plus ressourcée lumineuse) l'efficacité en continu , la texture douce et delicate , la sensation soin et beauté en même temps;1;2;2;2;;1;20231111;945;1;20231104;1353;2;20231028;1448;3;2;1;;63;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/100.0.4896.127 Safari/537.36;2406720;20231014;144146;20231111;101347;;;;1;
15;2004;2;2004;2;1;1;1;1;1;1;1;1;2;41;1;4;5;6;12;;;;;;;;;1;;;;;;;;;;;;1;14;1;2;1;4;4;1;1;1;3;1;1;1;1;1;1;;;3;1;;1;;;;Je n'ai utilisé que cette crème le matin après m'être lavée le visage;6;4;3;Onctueuse, parfum, légère,  non grasse;Pas de point negatif;3;3;3;3;3;3;6;6;4;4;3;3;5;3;3;3;5;5;4;3;5;5;3;3;2;;3;;1;;1;;;;Pas d'autres produits;5;3;3;La texture, l'onctuosité ;Le parfum est trop fort et il reste une pellicule grasse ;4;4;3;4;4;2;3;4;4;3;3;3;4;3;4;4;4;4;4;3;3;3;4;3;2;;2;3;1;;1;;;;Pas d'autres produits;4;3;3;La texture;Pas assez parfumée;3;3;3;3;2;3;2;5;4;4;3;3;4;3;4;4;4;4;4;4;4;4;3;4;2;;3;;1;2;3;1;2;3;1;1;La seconde crème est un peu trop grasse et laisse quelque granule et la troisième crème n'est pas assez parfumée. La première crème est pour moi la meilleur.;Elles s'étalent facilement et nourrissent la peau.;Elle est parfaite pour ma peau. Elle est juste comme il faut.;1;2;2;2;;1;20231030;1404;1;20231105;1519;1;20231112;1525;1;2;3;;63;;;;;;;;;Mozilla/5.0 (Linux, Android 13, SAMSUNG SM-G985F/G985FXXUIHWH9) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/23.0 Chrome/115.0.0.0 Mobile Safari/537.36;2511014;20231014;150400;20231112;153414;;;;2;
21;2005;2;2005;2;1;2;1;1;1;1;1;1;2;50;1;4;5;6;7;8;10;;;;;;;1;2;;;;;;;;;;;1;14;1;2;1;4;4;1;1;2;3;1;1;1;1;1;1;;;2;1;;1;;;;J ai utilisé la crème face care et ensuite posé la bb cream;6;4;4;Hydratante permet la bonne utilisation de la bb creme;Colle un peu;4;3;3;3;3;2;5;6;5;5;4;4;5;5;5;5;5;5;5;5;5;5;5;5;2;;3;;1;;1;;;;Je l utilise après m être laver le visage;4;3;4;Creme hydratante qui s étalé facilement ;Elle colle;4;3;3;3;3;2;6;6;5;5;4;5;5;5;5;5;5;5;5;4;4;5;5;5;2;;3;;1;;1;;;;Je l ai utilisé en crème de jour;3;3;2;Je préférais la 1ere creme celle est trop collante mais hydratante;Collante;4;3;3;4;3;2;4;3;4;4;4;4;5;4;4;4;3;3;4;4;3;4;4;4;2;;3;;1;3;2;1;3;2;5;99;La 1ere est un peu moins collante je l ai préféré peau radieuse;Elle collante creme riche;;1;2;2;2;;1;20231028;813;1;20231111;1811;1;20231104;1738;1;3;2;;63;;;;;;;;;Mozilla/5.0 (Windows NT 10.0, Win64, x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/102.0.5005.63 Safari/537.36;2430239;20231014;161208;20231111;181607;;;;1;
